  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374    -0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374    -0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374    -0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374    -0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374    -0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374    -0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374    -0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374    -0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374    -0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374    -0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374    -0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374    -0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374    -0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325     0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325    -0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325    -0.803347    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749      0.72172   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325   -0.0731072    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749  -0.00852016   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325   -0.0731072    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749  -0.00852016   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325   -0.0731072    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749  -0.00852016   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325   -0.0731072    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749  -0.00852016   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325   -0.0731072    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749  -0.00852016   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325   -0.0731072    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749  -0.00852016   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325   -0.0731072    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749  -0.00852016   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325   -0.0731072    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749  -0.00852016   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
  -0.0719389      0.92219    -0.747938    -0.600486    -0.361501     0.258538    -0.746576     0.302507     0.243268     0.606146    -0.504316   -0.0471364    -0.221372    -0.593499     -0.94325   -0.0731072    -0.147005    -0.715958     0.894974    -0.179374     0.737623     0.771297     0.815653    -0.675603     0.857873    -0.269322    -0.493885    -0.729781     0.566306   -0.0893854    -0.300952   -0.0953997     0.617889     0.863349     0.303292    -0.569503     0.359185     0.817844    -0.499749  -0.00852016   -0.0574753    0.0119118     0.200787     0.635123    -0.511687     -0.07551     0.902735     0.265477    -0.121339     0.649395
